1595251800,278.27,280.39,273.47,275.5,0
1595255400,275.56,277.65,275.2,276.83,0
1595259000,276.82,278.24,276.72,276.89,0
1595262600,276.91,277.26,275.57,275.57,0
1595266200,275.62,275.94,273.83,274.35,0
1595269800,274.38,274.62,273.83,274.2,0
1595273400,274.2,274.62,273.45,273.45,0
1595338200,273.46,287.32,273.46,286.77,0
1595341800,286.77,292.24,286.77,290.93,0
1595345400,290.97,292.08,289.49,290.39,0
1595349000,290.48,291.94,290.27,291,0
1595352600,290.98,291.11,289.26,289.87,0
1595356200,289.92,291.76,289.17,289.26,0
1595359800,289.27,290.29,288.42,290.27,0
1595424600,290.28,290.28,282.44,283.29,0
1595428200,283.35,286.34,283.27,284.54,0
1595431800,284.55,284.77,282.88,283.97,0
1595435400,283.98,286.09,283.8,285.16,0
1595439000,285.18,286.13,284.16,285.74,0
1595442600,285.79,286.75,285.21,285.93,0
1595446200,285.99,286.71,285.16,286.38,0
1595511000,286.39,286.39,282.39,283.42,0
1595514600,283.43,283.9,282.61,283.28,0
1595518200,283.34,286.18,283.23,286.17,0
1595521800,286.19,287.26,285.32,285.92,0
1595525400,285.93,285.96,282.91,283.67,0
1595529000,283.74,284.92,283.17,284.01,0
1595532600,284.06,286.06,283.16,285.78,0
1595597400,285.79,290.08,285.79,287.28,0
1595601000,287.34,289.02,283.93,284.08,0
1595604600,284.16,285.58,283.26,284.84,0
1595608200,284.86,285.49,284.2,284.57,0
1595611800,284.58,285.43,284.06,285.32,0
1595615400,285.34,285.66,283.75,283.82,0
1595619000,283.82,284.48,283.56,284.1,0
1595856600,284.11,285.51,280.47,285.49,0
1595860200,285.5,285.88,283.56,283.67,0
1595863800,283.68,283.77,281.63,282.79,0
1595867400,282.8,283.38,282.14,282.52,0
1595871000,282.59,283.46,282.44,282.71,0
1595874600,282.73,283.4,281.93,283.1,0
1595878200,283.11,284.72,282.92,284.7,0
1595943000,284.71,285.62,281.71,282.49,0
1595946600,282.52,282.84,281.11,281.75,0
1595950200,281.78,282.43,280,280.12,0
1595953800,280.14,281.65,279.97,280.66,0
1595957400,280.73,281.93,279.99,281.36,0
1595961000,281.35,281.8,279.75,279.81,0
1595964600,279.83,280.07,279.18,279.72,0
1596029400,279.73,281.45,278.78,280.05,0
1596033000,280.13,282.17,279.93,282.11,0
1596036600,282.16,283.1,282.04,282.85,0
1596040200,282.82,282.91,281.63,282.24,0
1596043800,282.3,282.83,281.58,282.62,0
1596047400,282.65,284.88,282.56,284.73,0
1596051000,284.66,285.74,284.45,285.69,0
1596115800,285.7,285.7,271.68,273.98,0
1596119400,273.95,275.07,272.63,273.58,0
1596123000,273.52,275.96,273.09,275.05,0
1596126600,275.06,275.74,273.87,274.01,0
1596130200,274.06,274.19,272.95,273.9,0
1596133800,273.9,275.93,273.9,275.77,0
1596137400,275.81,276.15,273.94,273.98,0
1596202200,273.99,273.99,267.26,268.62,0
1596205800,268.63,269.03,266.77,268.97,0
1596209400,269.08,269.22,266.58,268.23,0
1596213000,268.23,269.13,267.47,269,0
1596216600,269.03,269.5,268.23,269.1,0
1596220200,269.11,269.91,268.81,269.81,0
1596223800,269.84,272.32,269.37,272.08,0
1596461400,272.09,273.08,269.88,271.08,0
1596465000,271.07,272.68,270.89,271.59,0
1596468600,271.74,272.39,271.04,271.37,0
1596472200,271.38,274.04,271.3,274,0
1596475800,274.01,274.29,273.33,273.93,0
1596479400,273.88,274.1,273.35,273.71,0
1596483000,273.71,274.29,272.8,272.8,0
1596547800,272.81,276.5,271.88,275.49,0
1596551400,275.63,277.96,275,277.34,0
1596555000,277.39,279.15,277.23,278.81,0
1596558600,278.84,279.34,278.28,279.18,0
1596562200,279.2,280.16,278.88,279.12,0
1596565800,279.15,280.07,278.31,279.87,0
1596569400,279.89,279.89,278.77,279.5,0
1596634200,279.51,285.83,279.51,283.04,0
1596637800,283.1,285.76,283.03,285.27,0
1596641400,285.24,285.28,282.49,282.63,0
1596645000,282.64,283.27,281.56,281.83,0
1596648600,281.84,282.27,280.14,280.26,0
1596652200,280.26,281.49,279.97,281.29,0
1596655800,281.3,283.54,281.27,282.45,0
1596720600,282.46,283.38,279.6,283.2,0
1596724200,283.16,283.45,280.23,280.9,0
1596727800,280.87,281.66,279.67,280.44,0
1596731400,280.48,280.63,279.47,280.59,0
1596735000,280.62,280.65,279.48,279.87,0
1596738600,279.89,280.75,279.64,280.04,0
1596742200,280.04,280.49,279.4,280.44,0
1596807000,280.45,280.45,274.77,277.11,0
1596810600,277.21,278.25,276.38,277.11,0
1596810600,277.21,278.25,276.38,277.11,0
1596814200,277.09,277.09,275.94,277.01,0
1596817800,277.01,278.23,276.87,278.08,0
1596821400,278.09,278.82,277.38,278.57,0
1596825000,278.54,279.73,278.27,279.47,0
1596828600,279.48,281.2,279.21,280.58,0
1597066200,280.59,287.13,280.59,287.05,0
1597069800,286.98,288.21,285,285.31,0
1597073400,285.35,287.2,285.18,287.08,0
1597077000,287.1,287.42,286.24,286.92,0
1597080600,286.92,288.08,286.81,288.03,0
1597084200,288.05,289.08,287.5,289.04,0
1597087800,289.05,289.35,288.55,289.23,0
1597152600,289.24,298.49,289.24,294.98,0
1597156200,294.89,297.56,294.67,294.76,0
1597159800,294.62,296.37,294.41,294.64,0
1597163400,294.64,294.9,292.76,294.59,0
1597167000,294.53,294.87,293.78,293.79,0
1597170600,293.8,294.04,289.4,290.87,0
1597174200,291.02,291.53,287.31,288.54,0
1597239000,288.55,293.31,288.48,289.27,0
1597242600,289.47,291.12,288.14,289.01,0
1597246200,289.05,289.51,287.56,288.81,0
1597249800,288.81,289.06,287,287.48,0
1597253400,287.55,289.29,287.37,288.74,0
1597257000,288.74,289.9,288.27,289.71,0
1597260600,289.72,290.1,288.74,290.06,0
1597325400,290.07,290.07,286.63,288.15,0
1597329000,288.16,288.93,286.17,286.53,0
1597332600,286.55,287.52,285.97,287.23,0
1597336200,287.23,287.39,285.88,286.27,0
1597339800,286.28,286.3,284.93,285.31,0
1597343400,285.36,285.56,283.78,285.11,0
1597347000,285.15,285.18,284.14,284.3,0
1597411800,284.31,286.07,281.16,286.07,0
1597415400,286.1,286.25,284.43,285.15,0
1597419000,285.21,286.91,284.86,286.09,0
1597422600,286.12,286.68,285.1,286.62,0
1597426200,286.64,287.3,286.31,286.85,0
1597429800,286.86,287.23,285.06,285.55,0
1597433400,285.57,287.05,285.18,286.98,0
1597671000,286.99,286.99,283.59,284.78,0
1597674600,284.8,286.39,283.84,284.05,0
1597678200,284.05,285.05,283.66,284.94,0
1597681800,284.97,285.43,284.69,285.34,0
1597685400,285.37,285.51,283.49,284.57,0
1597689000,284.6,285.09,283.61,284.9,0
1597692600,284.81,285.52,284.77,285.17,0
1597757400,285.18,285.73,281.53,281.58,0
1597761000,281.76,283.29,281.46,281.87,0
1597764600,281.89,282.54,281.11,281.7,0
1597768200,281.73,282.3,280.76,280.88,0
1597771800,280.88,281.48,280.44,281.09,0
1597775400,281.06,281.17,279.73,280.01,0
1597779000,280.06,280.31,279.6,280.28,0
1597843800,280.29,281.42,277.98,279.05,0
1597847400,279.08,280.27,278.46,279.98,0
1597851000,279.94,281.14,279.09,279.57,0
1597854600,279.59,280.07,278.68,278.99,0
1597858200,279.01,279.65,278.26,279.17,0
1597861800,279.21,279.33,277.54,277.63,0
1597865400,277.62,277.86,276.34,277.04,0
1597930200,277.05,277.05,271.58,273.99,0
